
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI
BvAxiH	Ru	prasave	pa.pa	-	Ru1
BvAxiH	Sru	gawO	pa.pa	-	Sru1
BvAxiH	Sru	SravaNe	pa.pa	Sru(5)	Sru1
BvAxiH	Xru	sWErye	pa.pa	-	Xru1
BvAxiH	xu	gawO	pa.pa	-	xu1
BvAxiH	xru	gawO	pa.pa	xru#1	xru1
BvAxiH	jri	aBiBave	pa.pa	-	jri1
BvAxiH	Rmif	IRaxXasane	A.pa	smi	Rmi1
BvAxiH	gAf	gawO	A.pa	-	gA1
BvAxiH	uf	Sabxe	A.pa	-	u1
BvAxiH	kuf	Sabxe	A.pa	-	ku1
BvAxiH	guf	avyakwe_Sabxe	A.pa	-	gu1
BvAxiH	Guf	Sabxe	A.pa	-	Gu1
BvAxiH	fuf	Sabxe	A.pa	-	fu1
BvAxiH	cyuf	gawO	A.pa	cyu	cyu1
BvAxiH	jyuf	gawO	A.pa	-	jyu1
BvAxiH	pruf	gawO	A.pa	pru	pru1
BvAxiH	pluf	gawO	A.pa	plu	plu1
BvAxiH	ruf	gawO	A.pa	-	ru1
BvAxiH	ruf	reRaNe	A.pa	-	ru1
BvAxiH	Xqf	avaXvaMsane	A.pa	Xq	Xq2
BvAxiH	mef	praNixAne	A.pa	mA#4	me1
BvAxiH	xef	rakRaNe	A.pa	-	xe1
BvAxiH	SyEf	gawO	A.pa	SyA	SyE1
BvAxiH	pyEf	vqxXO	A.pa	-	pyE1
BvAxiH	wrEf	pAlane	A.pa	wrE	wrE1
BvAxiH	pUf	pavane	A.pa	pU#1	pU1
BvAxiH	mUf	banXane	A.pa	-	mU1
BvAxiH	dIf	vihAyasA_gawO	A.pa	dI	dI1
BvAxiH	wQ	plavane	pa.pa	wQ	wQ1
BvAxiH	wQ	waraNe	pa.pa	wQ	wQ1
BvAxiH	gupaz	gopane	A.pa	-	gup2
BvAxiH	gupaz	kuwsAyAm	A.pa	-	gup2
BvAxiH	wijaz	kRamAyAm	A.pa	wij	wij1
BvAxiH	wijaz	niSAne	A.pa	wij	wij1
BvAxiH	mAnaz	pUjAyAm	A.pa	-	mAn1
BvAxiH	baXaz	banXane	A.pa	-	baX1
BvAxiH	raBaz	rABasye	A.pa	raB	raB1
BvAxiH	dulaBazR	prApwO	A.pa	laB	laB1
BvAxiH	Rvanjaz	pariRvafge	A.pa	svaFj	Rvanj1
BvAxiH	haxaz	purIRowsarge	A.pa	hax	hax1
BvAxiH	FiRvixAz	gAwraprasravaNe	A.pa	svix#2	Rvix1
BvAxiH	FiRvixAz	mocane	A.pa	-	Rvix1
BvAxiH	FiRvixAz	snehane	A.pa	-	Rvix1
BvAxiH	skanxizr	gawO	pa.pa	skanx	skanx1
BvAxiH	skanxizr	SoRaNe	pa.pa	skanx	skanx1
BvAxiH	yaBaz	viparIwamEWune	pa.pa	jaB#2,yaB	yaB1
BvAxiH	Namaz	prahvawve	pa.pa	nam	Nam1
BvAxiH	Namaz	prahvawveSabxe	pa.pa	nam	Nam1
BvAxiH	gamLz	gawO	pa.pa	gam	gam1
BvAxiH	sqpLz	gawO	pa.pa	sqp	sqp1
BvAxiH	yamaz	uparame	pa.pa	yam	yam2
BvAxiH	wapaz	sanwApe	pa.pa	wap	wap1
BvAxiH	wyajaz	hAnO	pa.pa	wyaj#1	wyaj1
BvAxiH	Ranjaz	safge	pa.pa	saFj	Ranj1
BvAxiH	xqSizr	prekRaNe	pa.pa	xqS#1(4),paS(4)	xqS1
BvAxiH	kqRaz	vileKane	pa.pa	kqR	kqR1
BvAxiH	xahaz	BasmIkaraNe	pa.pa	xah#1	xah1
BvAxiH	mihaz	secane	pa.pa	mih	mih1
BvAxiH	kiwaz	nivAse	pa.pa	-	kiw1
BvAxiH	kiwaz	rogApanayane	pa.pa	-	kiw1
BvAxiH	xAnaz	avaKaNdane	A.pa	-	xAn1
BvAxiH	xAnaz	avaKaNdane	pa.pa	-	xAn1
BvAxiH	SAnaz	wejane	A.pa	-	SAn1
BvAxiH	SAnaz	wejane	pa.pa	-	SAn1
BvAxiH	dupacazR	pAke	A.pa	pac	pac1
BvAxiH	dupacazR	pAke	pa.pa	pac	pac1
BvAxiH	Racaz	secane	A.pa	-	Rac1
BvAxiH	Racaz	samavAye	A.pa	-	Rac2
BvAxiH	Racaz	samavAye	pa.pa	-	Rac2
BvAxiH	Bajaz	sevAyAm	A.pa	Baj	Baj1
BvAxiH	Bajaz	sevAyAm	pa.pa	Baj	Baj1
BvAxiH	Sapaz	AkroSe	A.pa	Sap	Sap1
BvAxiH	Sapaz	AkroSe	pa.pa	Sap	Sap1
BvAxiH	wviRaz	xIpwO	A.pa	wviR#1	wviR1
BvAxiH	wviRaz	xIpwO	pa.pa	wviR#1	wviR1
BvAxiH	yajaz	safgawikaraNe	A.pa	-	yaj1
BvAxiH	yajaz	safgawikaraNe	pa.pa	-	yaj1
BvAxiH	yajaz	xAne	A.pa	yaj#1	yaj1
BvAxiH	yajaz	xAne	pa.pa	yaj#1	yaj1
BvAxiH	yajaz	xevapUjAyAm	A.pa	-	yaj1
BvAxiH	yajaz	xevapUjAyAm	pa.pa	-	yaj1
BvAxiH	duvapaz	bIjasanwAne	A.pa	vap#2	vap1
BvAxiH	duvapaz	bIjasanwAne	pa.pa	vap#2	vap1
BvAxiH	vahaz	prApaNe	A.pa	vah#1	vah1
BvAxiH	vahaz	prApaNe	pa.pa	vah#1	vah1
BvAxiH	vasaz	nivAse	pa.pa	vas#1	vas1
BvAxiH	veF	wanwusanwAne	A.pa	vA#3(4)	ve1
BvAxiH	veF	wanwusanwAne	pa.pa	vA#3(4)	ve1
BvAxiH	vyeF	saMvaraNe	A.pa	vyA	vye1
BvAxiH	vyeF	saMvaraNe	pa.pa	vyA	vye1
BvAxiH	hveF	Sabxe	A.pa	hU	hve1
BvAxiH	hveF	Sabxe	pa.pa	hU	hve1
BvAxiH	hveF	sparXAyAm	A.pa	hU	hve1
BvAxiH	hveF	sparXAyAm	pa.pa	hU	hve1
BvAxiH	vaxaz	vyakwAyAM_vAci	pa.pa	vax	vax1
BvAxiH	tuozSvi	gawO	pa.pa	SU	Svi1
BvAxiH	tuozSvi	vqxXO	pa.pa	SU	Svi1

BvAxiH	aTaz	gawO	pa.pa	-	aT1
BvAxiH	atiz	gawO	A.pa	-	at2
BvAxiH	baBraz	gawO	pa.pa	-	baBr1
BvAxiH	Barbaz	gawO	pa.pa	-	Barb1
BvAxiH	bidaz	AkroSe	pa.pa	-	bid1
BvAxiH	BqRuz	hiMsAyAm	pa.pa	-	BqR1
BvAxiH	BqRuz	safGAwe	pa.pa	-	BqR1
BvAxiH	canuz	hiMsAyAm	pa.pa	-	can1
BvAxiH	cellaz	calane	pa.pa	-	cell1
BvAxiH	cIvaz	AxAne	A.pa	-	cIv2
BvAxiH	cIvaz	AxAne	pa.pa	-	cIv2
BvAxiH	cIvaz	saMvaraNe	A.pa	-	cIv2
BvAxiH	cIvaz	saMvaraNe	pa.pa	-	cIv2
BvAxiH	cutiz	alpIBAve	pa.pa	-	cut1
BvAxiH	Cyuf	gawO	A.pa	-	Cyu1
BvAxiH	evqz	sevane	A.pa	-	ev1
BvAxiH	GagGaz	hasane	pa.pa	-	GagG1
BvAxiH	Garbaz	gawO	pa.pa	-	Garb1
BvAxiH	Gasiz	karaNe	A.pa	-	Gas2
BvAxiH	glUhUz	grahaNe	A.pa	-	glUh1
BvAxiH	hagez	saMvaraNe	pa.pa	-	hag1
BvAxiH	hasaz	Sabxe	pa.pa	-	has1
BvAxiH	i	gawO	pa.pa	-	i3
BvAxiH	jaBaz	gAwravinAme	A.pa	-	jaB3
BvAxiH	JarCaz	pariBARaNe	pa.pa	-	JarC1
BvAxiH	jq	aBiBave	pa.pa	-	jq1
BvAxiH	Jyuf	gawO	A.pa	-	Jyu1
BvAxiH	kAdqz	anAxare	pa.pa	-	kAd1
BvAxiH	kajaz	maxe	pa.pa	-	kaj1
BvAxiH	kakKaz	hasane	pa.pa	-	kakK1
BvAxiH	kaNdaz	maxe	A.pa	-	kaNd1
BvAxiH	KarKa	hasane	pa.pa	-	KarKa1
BvAxiH	kasaz	gawO	pa.pa	-	kas1
BvAxiH	kataz	gawO	pa.pa	-	kat3
BvAxiH	kavaz	Sabxe	pa.pa	-	kav1
BvAxiH	kaWaz	hiMsAyAm	pa.pa	-	kaW1
BvAxiH	kRalaz	saFcalane	pa.pa	-	kRal1
BvAxiH	kRalaz	saFcaye	pa.pa	-	kRal1
BvAxiH	kRivuz	nirasane	pa.pa	-	kRiv1
BvAxiH	kRIvaz	nirasane	pa.pa	-	kRIv2
BvAxiH	Kudiz	gawivEkalye	A.pa	-	Kud1
BvAxiH	lOdqz	unmAxe	pa.pa	-	lOd1
BvAxiH	mAhaz	mAne	A.pa	-	mAh2
BvAxiH	mAhaz	mAne	pa.pa	-	mAh2
BvAxiH	majaz	Sabxe	pa.pa	-	maj1
BvAxiH	makRaz	roRe	pa.pa	-	makR1
BvAxiH	metqz	unmAxe	pa.pa	-	met1
BvAxiH	mledqz	unmAxe	pa.pa	-	mled1
BvAxiH	mqXqz	unxe	A.pa	-	mqX2
BvAxiH	mqXqz	unxe	pa.pa	-	mqX2
BvAxiH	mretqz	unmAxe	pa.pa	-	mret1
BvAxiH	muRaz	hiMsAyAm	pa.pa	-	muR1
BvAxiH	naKaz	gawO	pa.pa	-	naK1
BvAxiH	narbaz	gawO	pa.pa	-	narb1
BvAxiH	NAXqz	ASiRi	A.pa	-	NAX1
BvAxiH	NAXqz	ESvarye	A.pa	-	NAX1
BvAxiH	NAXqz	upawApe	A.pa	-	NAX1
BvAxiH	NAXqz	yAFcAyAm	A.pa	-	NAX1
BvAxiH	Nesqz	gawO	A.pa	-	Nes1
BvAxiH	nq	naye	pa.pa	-	nq1
BvAxiH	parRaz	snehane	A.pa	-	parR1
BvAxiH	pebqz	sevane	A.pa	-	peb1
BvAxiH	plebqz	gawO	A.pa	-	pleb1
BvAxiH	plevqz	gawO	A.pa	-	plev1
BvAxiH	plevqz	sevane	A.pa	-	plev1
BvAxiH	pqWuz	viswAre	A.pa	-	pqW1
BvAxiH	pUrvaz	pUraNe	pa.pa	-	pUrv1
BvAxiH	ramaz	krIdAyAm	A.pa	-	ram2
BvAxiH	ramaz	krIdAyAm	A.pa	-	ram2
BvAxiH	RaNaz	samBakwO	pa.pa	-	RaN1
BvAxiH	ranjaz	rAge	A.pa	raFj	ranj1
BvAxiH	ranjaz	rAge	pa.pa	raFj	ranj1
BvAxiH	raPiz	gawO	pa.pa	-	raP2
BvAxiH	rarPa	gawO	pa.pa	-	rarPa1
BvAxiH	rebqz	gawO	A.pa	-	reb1
BvAxiH	Rebqz	sevane	A.pa	-	Reb1
BvAxiH	Revqz	secane	A.pa	-	Rev1
BvAxiH	Revqz	sevane	A.pa	-	Rev1
BvAxiH	RiXUz	mAfgalye	pa.pa	-	RiX1
BvAxiH	RkaBiz	prawibanXe	A.pa	-	RkaB1
BvAxiH	RNE	veRtane	pa.pa	-	RNE1
BvAxiH	RqnBuz	hiMsAyAm	pa.pa	-	RqnB1
BvAxiH	RqXqz	unxe	A.pa	-	RqX1
BvAxiH	RqXqz	unxe	pa.pa	-	RqX1
BvAxiH	RtqkRaz	gawO	pa.pa	-	RtqkR1
BvAxiH	RtuBuz	swamBe	A.pa	-	RtuB1
BvAxiH	Rtucaz	prasAxe	A.pa	-	Rtuc1
BvAxiH	RtyE	Sabxe	pa.pa	-	RtyE1
BvAxiH	RtyE	safGAwe	pa.pa	-	RtyE1
BvAxiH	rugiz	varjane	pa.pa	-	rug1
BvAxiH	RURaz	prasave	pa.pa	-	RUR1
BvAxiH	RUrkRaz	anAxare	pa.pa	-	RUrkR1
BvAxiH	RUrkRyaz	IrRyAyAm	pa.pa	-	RUrkRy1
BvAxiH	RUxaz	kRaraNe	A.pa	-	RUx1
BvAxiH	Rvakkaz	gawO	A.pa	-	Rvakk1
BvAxiH	Rvakvaz	gawO	A.pa	-	Rvakv1
BvAxiH	RWA	gawinivqwwO	pa.pa	-	RWA1
BvAxiH	Rwakaz	prawiGAwe	pa.pa	-	Rwak1
BvAxiH	RWalaz	sWAne	pa.pa	-	RWal1
BvAxiH	Rwanaz	Sabxe	pa.pa	-	Rwan1
BvAxiH	Rwepqz	kRaraNe	A.pa	-	Rwep1
BvAxiH	Rwipqz	kRaraNe	A.pa	-	Rwip1
BvAxiH	salaz	gawO	pa.pa	-	sal1
BvAxiH	sarbaz	gawO	pa.pa	-	sarb1
BvAxiH	sarjaz	arjane	pa.pa	-	sarj1
BvAxiH	sE	kRaye	pa.pa	-	sE1
BvAxiH	SleRqz	gawO	A.pa	-	SleR1
BvAxiH	SleRqz	gawO	pa.pa	-	SleR1
BvAxiH	smif	IRaxXasane	A.pa	-	smi1
BvAxiH	smurCAz	vismqwO	pa.pa	-	smurC1
BvAxiH	sPatiz	viSaraNe	pa.pa	-	sPat1
BvAxiH	sPudiz	vikasane	A.pa	-	sPud1
BvAxiH	sqBuz	hiMsAyAm	pa.pa	-	sqB1
BvAxiH	SqXqz	unxe	A.pa	-	SqX1
BvAxiH	SqXqz	unxe	pa.pa	-	SqX1
BvAxiH	SrE	pAke	pa.pa	-	SrE1
BvAxiH	Srekqz	gawO	A.pa	-	Srek1
BvAxiH	Su	gawO	pa.pa	-	Su1
BvAxiH	SucyIz	aBiRave	pa.pa	-	Sucy2
BvAxiH	Sukaz	gawO	pa.pa	-	Suk1
BvAxiH	Svagiz	gawO	pa.pa	-	Svag1
BvAxiH	Svelqz	calane	pa.pa	-	Svel1
BvAxiH	sWagez	saMvaraNe	pa.pa	-	sWag1
BvAxiH	vAdqz	AplAvye	A.pa	-	vAd1
BvAxiH	vahiz	vqxXO	A.pa	-	vah2
BvAxiH	valgaz	gawO	pa.pa	valg	valg1
BvAxiH	varba	gawO	pa.pa	-	varba1
BvAxiH	varPaz	gawO	pa.pa	-	varP1
BvAxiH	vatiz	viBAjane	pa.pa	-	vat2
BvAxiH	vellqz	calane	pa.pa	-	vell2
BvAxiH	vqhaz	vqxXO	pa.pa	-	vqh1
BvAxiH	vqhiz	Sabxe	pa.pa	-	vqh2
BvAxiH	vqhiz	vqxXO	pa.pa	-	vqh2
BvAxiH	vqjaz	gawO	pa.pa	-	vqj1
BvAxiH	vugiz	varjane	pa.pa	-	vug1
BvAxiH	wqhaz	vqxXO	pa.pa	-	wqh1
BvAxiH	wqhiz	vqxXO	pa.pa	-	wqh2
BvAxiH	wragiz	gawO	pa.pa	-	wrag1
BvAxiH	wrunpaz	hiMsAyAm	pa.pa	-	wrunp1
BvAxiH	wrunpaz	hiMsAyAm	pa.pa	-	wrunp1
BvAxiH	wunpaz	hiMsAyAm	pa.pa	-	wunp1
BvAxiH	wunpaz	hiMsAyAm	pa.pa	-	wunp1
BvAxiH	wunPaz	hiMsAyAm	pa.pa	-	wunP1
BvAxiH	wvakRaz	wvacane	pa.pa	wvakR	wvakR2
BvAxiH	xaGiz	pAlane	pa.pa	-	xaG1
BvAxiH	xaGiz	varjane	pa.pa	-	xaG1
BvAxiH	xanSaz	xaMSane	pa.pa	xaMS	xanS1
BvAxiH	xaviz	gawO	pa.pa	-	xav1
BvAxiH	Xekqz	Sabxe	A.pa	-	Xek1
BvAxiH	Xekqz	uwsAhe	A.pa	-	Xek1
BvAxiH	xq	Baye	pa.pa	-	xq1
BvAxiH	xrAhqz	nixrAkRaye	A.pa	-	xrAh1
BvAxiH	XraNaz	Sabxe	pa.pa	-	XraN1
BvAxiH	duyAcqz	yAFcAyAm	A.pa	-	yAc2
BvAxiH	duyAcqz	yAFcAyAm	pa.pa	-	yAc2
BvAxiH	yayaz	gawO	A.pa	-	yay1

gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI

axAxiH	axaz	BakRaNe	pa.pa	ax#1	ax2
axAxiH	hanaz	gawO	pa.pa	han#1	han1
axAxiH	hanaz	hiMsAyAm	pa.pa	han#1	han1
axAxiH	xviRaz	aprIwO	A.pa	xviR#1	xviR1
axAxiH	xviRaz	aprIwO	pa.pa	xviR#1	xviR1
axAxiH	xuhaz	prapUraNe	A.pa	xuh#1	xuh2
axAxiH	xuhaz	prapUraNe	pa.pa	xuh#1	xuh2
axAxiH	xihaz	upacaye	A.pa	xih	xih1
axAxiH	xihaz	upacaye	pa.pa	xih	xih1
axAxiH	xihaz	upawApe	A.pa	xih	xih1
axAxiH	xihaz	upawApe	pa.pa	xih	xih1
axAxiH	lihaz	AsvAxane	A.pa	lih#1	lih1
axAxiH	lihaz	AsvAxane	pa.pa	lih#1	lih1
axAxiH	cakRizf	vyakwAyAM_vAci	A.pa	-	cakR1
axAxiH	cakRizf	vyakwAyAM_vAci	A.pa	-	cakR1
axAxiH	Iraz	gawO	A.pa	Ir	Ir1
axAxiH	Iraz	kampane	A.pa	Ir	Ir1
axAxiH	Idaz	swuwO	A.pa	Id	Id1
axAxiH	ISaz	ESvarye	A.pa	IS#1	IS1
axAxiH	Asaz	upaveSane	A.pa	As#2	As1
axAxiH	AfaH-SAsuz	icCAyAm	A.pa	-	AfaH-SAs1
axAxiH	vasaz	AcCAxane	A.pa	vas#2	vas2
axAxiH	kasiz	gawO	A.pa	-	kas2
axAxiH	kasiz	SAsane	A.pa	-	kas2
axAxiH	Nisiz	cumbane	A.pa	-	Nis1
axAxiH	Nisiz	gawO	A.pa	-	Nis1
axAxiH	Nisiz	niSAne	A.pa	-	Nis1
axAxiH	Nijiz	SuxXO	A.pa	nij	Nij1
axAxiH	Sijiz	avyakwe_Sabxe	A.pa	SiFj	Sij1
axAxiH	pijiz	varNe	A.pa	piFj	pij1
axAxiH	pqjIz	samparke	A.pa	-	pqj1
axAxiH	vqjIz	varjane	A.pa	-	vqj2
axAxiH	pqcIz	samparcane	A.pa	-	pqc1
axAxiH	pqcIz	samparke	A.pa	-	pqc1
axAxiH	RUf	prANigarBavimocane	A.pa	sU#1	RU1
axAxiH	RUf	prANigarBavimocane	pa.pa	-	RU1
axAxiH	SIf	svapne	A.pa	SI#1	SI1
axAxiH	SIf	svapne	pa.pa	-	SI1
axAxiH	yu	miSraNe	pa.pa	yu#1	yu1
axAxiH	ru	Sabxe	pa.pa	ru	ru2
axAxiH	Nu	swuwO	pa.pa	nu#1	Nu1
axAxiH	tukRu	Sabxe	pa.pa	kRu	kRu1
axAxiH	kRNu	wejane	pa.pa	-	kRNu1
axAxiH	Rnu	prasravaNe	pa.pa	snu	Rnu1
axAxiH	UrNuF	AcCAxane	A.pa	-	UrNu1
axAxiH	UrNuF	AcCAxane	pa.pa	-	UrNu1
axAxiH	xyu	aBigamane	pa.pa	-	xyu1
axAxiH	Ru	ESvarye	pa.pa	su#2	Ru2
axAxiH	Ru	prasave	pa.pa	-	Ru2
axAxiH	ku	Sabxe	pa.pa	-	ku2
axAxiH	RwuF	swuwO	A.pa	swu	Rwu1
axAxiH	RwuF	swuwO	pa.pa	swu	Rwu1
axAxiH	brUF	vyakwAyAM_vAci	A.pa	brU,ah	brU1
axAxiH	brUF	vyakwAyAM_vAci	pa.pa	brU,ah	brU1
axAxiH	iN	gawO	pa.pa	i	i1
axAxiH	if	aXyayane	A.pa	-	i2
axAxiH	ik	smaraNe	pa.pa	-	i4
axAxiH	vI	asane	pa.pa	vI#1	vI1
axAxiH	vI	gawO	pa.pa	vI#1	vI1
axAxiH	vI	kAnwO	pa.pa	-	vI1
axAxiH	vI	KAxane	pa.pa	vI#1	vI1
axAxiH	vI	prajane	pa.pa	vI#1	vI1
axAxiH	yA	prApaNe	pa.pa	yA#1	yA1
axAxiH	vA	ganXane	pa.pa	-	vA1
axAxiH	vA	gawO	pa.pa	vA#2	vA1
axAxiH	BA	xIpwO	pa.pa	BA#1	BA1
axAxiH	RnA	SOce	pa.pa	snA	RnA1
axAxiH	SrA	pAke	pa.pa	-	SrA2
axAxiH	xrA	kuwsAyAM_gawO	pa.pa	xrA#1	xrA1
axAxiH	psA	BakRaNe	pa.pa	-	psA1
axAxiH	pA	rakRaNe	pa.pa	pA#2	pA2
axAxiH	rA	xAne	pa.pa	rA#1	rA1
axAxiH	lA	AxAne	pa.pa	lA	lA1
axAxiH	xAp	lavane	pa.pa	xA#2	xA2
axAxiH	KyA	prakaWane	pa.pa	KyA	KyA1
axAxiH	prA	pUraNe	pa.pa	prA#1	prA1
axAxiH	mA	mAne	pa.pa	mA#1	mA1
axAxiH	vacaz	pariBARaNe	pa.pa	vac	vac1
axAxiH	vixaz	jFAne	pa.pa	vix#1	vix1
axAxiH	asaz	Buvi	pa.pa	as#1	as2
axAxiH	mqjUzR	SuxXO	pa.pa	mqj	mqj1
axAxiH	ruxizr	aSruvimocane	pa.pa	rux#1	rux1
axAxiH	FiRvapaz	Saye	pa.pa	svap	Rvap1
axAxiH	Svasaz	prANane	pa.pa	Svas#1	Svas1
axAxiH	anaz	prANane	pa.pa	an#2	an1
axAxiH	jakRaz	BakRaNe	pa.pa	jakR	jakR1
axAxiH	jakRaz	hasane	pa.pa	-	jakR1
axAxiH	jAgq	nixrAkRaye	pa.pa	jAgq	jAgq1
axAxiH	xarixrA	xurgawO	pa.pa	-	xarixrA1
axAxiH	cakAsqz	xIpwO	pa.pa	cakAs	cakAs1
axAxiH	SAsuz	anuSiRtO	pa.pa	SAs	SAs1
axAxiH	xIXIf	xevane	A.pa	-	xIXI1
axAxiH	xIXIf	xIpwO	A.pa	-	xIXI1
axAxiH	vevIf	vewinA_wulye	A.pa	-	vevI1
axAxiH	Rasaz	svapne	pa.pa	-	Ras1
axAxiH	Raswiz	svapne	pa.pa	-	Rasw1
axAxiH	vaSaz	kAnwO	pa.pa	vaS	vaS1
axAxiH	hnuf	apanayane	A.pa	hnu	hnu1

gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI

juhowyAxiH	hu	axane	pa.pa	hu	hu1
juhowyAxiH	hu	xAne	pa.pa	hu	hu1
juhowyAxiH	FiBI	Baye	pa.pa	BI#1	BI1
juhowyAxiH	hrI	lajjAyAm	pa.pa	hrI#1	hrI1
juhowyAxiH	pQ	pAlane	pa.pa	pQ	pQ1
juhowyAxiH	pQ	pAlane	pa.pa	pQ	pQ1
juhowyAxiH	pQ	pUraNe	pa.pa	-	pQ1
juhowyAxiH	pQ	pUraNe	pa.pa	-	pQ1
juhowyAxiH	pq	pAlane	pa.pa	pq#1	+pq1
juhowyAxiH	pq	pUraNe	pa.pa	-	+pq1
juhowyAxiH	duBqF	poRaNe	A.pa	Bq	Bq2
juhowyAxiH	duBqF	poRaNe	pa.pa	Bq	Bq2
juhowyAxiH	duBqF	XAraNe	A.pa	Bq	Bq2
juhowyAxiH	duBqF	XAraNe	pa.pa	Bq	Bq2
juhowyAxiH	mAf	mAne	A.pa	mA#1	mA2
juhowyAxiH	mAf	mAne	A.pa	mA#1	mA2
juhowyAxiH	mAf	Sabxe	A.pa	-	mA2
juhowyAxiH	mAf	Sabxe	A.pa	-	mA2
juhowyAxiH	ozhAf	gawO	A.pa	hA#2	hA1
juhowyAxiH	ozhAf	gawO	A.pa	hA#2	hA1
juhowyAxiH	ozhAk	wyAge	pa.pa	hA#1	hA2
juhowyAxiH	duxAF	xAne	A.pa	xA#1	xA3
juhowyAxiH	duxAF	xAne	pa.pa	xA#1	xA3
juhowyAxiH	duxAF	xAne	A.pa	xA#1	xA3
juhowyAxiH	duxAF	xAne	pa.pa	xA#1	xA3
juhowyAxiH	duXAF	poRaNe	A.pa	-	XA1
juhowyAxiH	duXAF	poRaNe	pa.pa	-	XA1
juhowyAxiH	duXAF	poRaNe	A.pa	-	XA1
juhowyAxiH	duXAF	poRaNe	pa.pa	-	XA1
juhowyAxiH	duXAF	xAne	A.pa	-	XA1
juhowyAxiH	duXAF	xAne	pa.pa	-	XA1
juhowyAxiH	duXAF	XAraNe	A.pa	XA#1	XA1
juhowyAxiH	duXAF	XAraNe	pa.pa	XA#1	XA1
juhowyAxiH	duXAF	XAraNe	A.pa	XA#1	XA1
juhowyAxiH	duXAF	XAraNe	pa.pa	XA#1	XA1
juhowyAxiH	Nijizr	poRaNe	A.pa	-	Nij2
juhowyAxiH	Nijizr	poRaNe	pa.pa	-	Nij2
juhowyAxiH	Nijizr	poRaNe	A.pa	-	Nij2
juhowyAxiH	Nijizr	poRaNe	pa.pa	nij	Nij2
juhowyAxiH	Nijizr	SOce	A.pa	nij	Nij2
juhowyAxiH	Nijizr	SOce	pa.pa	nij	Nij2
juhowyAxiH	Nijizr	SOce	A.pa	nij	Nij2
juhowyAxiH	Nijizr	SOce	pa.pa	nij	Nij2
juhowyAxiH	vijizr	pqWagBAve	A.pa	-	vij1
juhowyAxiH	vijizr	pqWagBAve	pa.pa	-	vij1
juhowyAxiH	vijizr	pqWagBAve	A.pa	-	vij1
juhowyAxiH	vijizr	pqWagBAve	pa.pa	-	vij1
juhowyAxiH	viRLz	vyApwO	A.pa	-	viR2
juhowyAxiH	viRLz	vyApwO	pa.pa	viR#1	viR2
juhowyAxiH	viRLz	vyApwO	A.pa	-	viR2
juhowyAxiH	viRLz	vyApwO	pa.pa	viR#1	viR2
juhowyAxiH	Gq	kRaraNe	pa.pa	-	+Gq2
juhowyAxiH	Gq	xIpwO	pa.pa	Gq	+Gq2
juhowyAxiH	gq	kRaraNe	pa.pa	-	+gq2
juhowyAxiH	gq	xIpwO	pa.pa	-	+gq2
juhowyAxiH	hq	prasahyakaraNe	pa.pa	-	hq2
juhowyAxiH	q	gawO	pa.pa	q	q2
juhowyAxiH	sq	gawO	pa.pa	sq	sq2
juhowyAxiH	Basaz	Barwsane	pa.pa	Bas	Bas1
juhowyAxiH	Basaz	Barwsane	pa.pa	Bas	Bas1
juhowyAxiH	Basaz	xIpwO	pa.pa	-	Bas1
juhowyAxiH	Basaz	xIpwO	pa.pa	-	Bas1
juhowyAxiH	ki	jFAne	pa.pa	-	ki1
juhowyAxiH	kiwaz	jFAne	pa.pa	-	+kiw2
juhowyAxiH	wuraz	wvaraNe	pa.pa	-	wur1
juhowyAxiH	wuraz	wvaraNe	pa.pa	-	wur1
juhowyAxiH	XiRaz	Sabxe	pa.pa	-	XiR1
juhowyAxiH	XiRaz	Sabxe	pa.pa	-	XiR1
juhowyAxiH	Xanaz	XAnye	pa.pa	-	Xan1
juhowyAxiH	Xanaz	XAnye	pa.pa	-	Xan1
juhowyAxiH	janaz	janane	pa.pa	-	jan1
juhowyAxiH	janaz	janane	pa.pa	-	jan1
juhowyAxiH	gA	janane	pa.pa	gA#1	gA2
juhowyAxiH	gA	swuwO	pa.pa	-	gA2


gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI

xivAxiH	xivuz	gawO	pa.pa	-	xiv2
xivAxiH	xivuz	kAnwO	pa.pa	-	xiv2
xivAxiH	xivuz	krIdAyAm	pa.pa	xIv#1	xiv2
xivAxiH	xivuz	maxe	pa.pa	xIv#1	xiv2
xivAxiH	xivuz	moxane	pa.pa	xIv#1	xiv2
xivAxiH	xivuz	svapne	pa.pa	-	xiv2
xivAxiH	xivuz	swuwO	pa.pa	-	xiv2
xivAxiH	xivuz	vijigIRAyAm	pa.pa	-	xiv2
xivAxiH	xivuz	vyavahAre	pa.pa	-	xiv2
xivAxiH	xivuz	xyuwO	pa.pa	-	xiv2
xivAxiH	Rivuz	wanwusanwAne	pa.pa	sIv	Riv1
xivAxiH	srivuz	gawO	pa.pa	-	sriv1
xivAxiH	srivuz	SoRaNe	pa.pa	-	sriv1
xivAxiH	RTivuz	nirasane	pa.pa	-	RTiv2
xivAxiH	Rnusuz	axane	pa.pa	-	Rnus1
xivAxiH	Rnasuz	nirasane	pa.pa	-	Rnas1
xivAxiH	knasuz	hvaraNe	pa.pa	-	knas1
